id	상호	지점명	주소	시	구	동네라벨	lat	lng	좌표출처	영업시간	브레이크	휴무	오픈일	상태	상태변경일	형태	형태_대표	스프	스프_대표	스프_세부	계보	편의	태깅확신도	대표메뉴1	대표메뉴2	대표메뉴3	좌석	한줄소개	인스타	네이버플레이스	웨이팅링크	검증상태	최종확인일	정보출처	메모
	산쪼메보라매	딜리버리점	서울특별시 동작구 보라매로5길 5				37.492353	126.925154	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	젠푸드히노아지롯데미아점	백화점	서울특별시 강북구 도봉로 62				37.614593	127.030524	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	멘무샤	시청점	서울특별시 중구 세종대로18길 24				37.563644	126.978483	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	코이라멘	신천점	서울특별시 송파구 백제고분로7길 8-12				37.509883	127.079716	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	젠푸드히노아지롯데관악점	백화점	서울특별시 관악구 봉천로 209				37.490551	126.925088	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	미스터라멘		서울특별시 마포구 독막로3길 33				37.549759	126.917231	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	젠푸드히노아지롯데백화점	청량리점	서울특별시 동대문구 왕산로 200				37.579891	127.046156	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	이찌방라멘&카츠카레관악	봉천점	서울특별시 관악구 관악로 211				37.484195	126.954321	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	산쪼메		서울특별시 광진구 아차산로51길 10				37.537531	127.085391	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	미가라멘	대학로점	서울특별시 종로구 대학로14길 18-2				37.583999	127.002683	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	산쪼메		서울특별시 강남구 논현로175길 11				37.525954	127.027558	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	쇼부일본라멘강남고속터미널1호점	전문점	서울특별시 서초구 신반포로 186-2				37.505918	127.004569	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	도마;유즈라멘		서울특별시 종로구 북촌로2길 14				37.577836	126.986528	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	진가와	코리아	서울특별시 중구 을지로5길 19				37.566933	126.984142	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	모리라멘&돈카츠		서울특별시 관악구 남부순환로 2068				37.476336	126.978554	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	진가와여의도점	코리아	서울특별시 영등포구 국제금융로2길 17				37.524069	126.926027	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	코란라멘	신림점	서울특별시 관악구 조원로 170				37.485989	126.921169	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	미친라멘		서울특별시 강남구 언주로85길 32				37.500929	127.040758	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	잇또라멘노량진점		서울특별시 동작구 노량진로 110				37.513182	126.938039	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	정라멘		서울특별시 송파구 삼전로12길 7				37.506505	127.091034	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	미스터라멘	광화문점	서울특별시 종로구 새문안로 92				37.569734	126.974882	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	산쪼메		서울특별시 강서구 화곡로 344				37.554299	126.851858	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	아오리의행방불명	여의도점	서울특별시 영등포구 여의대방로67길 22				37.520701	126.930001	상가정보					영업									추정									제보검토중		시딩v2(상가I20303+상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	코이라멘	천호점	서울특별시 강동구 천호옛14길 23-5				37.536313	127.126699	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	멘무샤		서울특별시 강서구 마곡중앙5로 9				37.566015	126.826922	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	진가와잠실롯데월드몰점		서울특별시 송파구 올림픽로 300				37.513747	127.104446	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	라면집	강남역	서울특별시 서초구 강남대로61길 19				37.498528	127.024721	상가정보					영업									추정									제보검토중		시딩v2(상가)	
	멘부리		서울특별시 동대문구 제기로2길 23				37.585724	127.033887	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	라멘떼에스테틱		서울특별시 양천구 목동서로 77				37.535967	126.877986	상가정보					영업									추정									제보검토중		시딩v2(상가)	
	하코야우림점		서울특별시 강서구 양천로 583				37.557117	126.864347	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	산쪼메이수점		서울특별시 동작구 사당로 300				37.484374	126.980281	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	아오리의행방불명	강남점	서울특별시 강남구 도곡로1길 14				37.490966	127.032442	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	텐진라멘		서울특별시 영등포구 당산로 111-4				37.524839	126.895991	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	산쪼메	목동점	서울특별시 양천구 목동동로 339				37.532191	126.876815	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	히노아지		서울특별시 강북구 도봉로 193				37.626000	127.025986	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	산쪼메	홍대점	서울특별시 마포구 홍익로3길 5				37.554115	126.922342	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	이고라멘		서울특별시 중구 서소문로9길 28				37.563705	126.970040	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	히노아지포스코	센터점	서울특별시 강남구 테헤란로 440				37.505815	127.056131	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	코코로라멘		서울특별시 강서구 초록마을로 4				37.545037	126.844770	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	멘야세븐마포		서울특별시 마포구 마포대로4가길 53				37.537360	126.944819	상가정보					영업									추정									제보검토중		시딩v2(상가)	
	멘부리	신림점	서울특별시 관악구 장군봉1길 46				37.481568	126.942519	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	멘부리	노원점	서울특별시 노원구 상계로24길 14				37.657751	127.069912	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	이츠모라멘	신림점	서울특별시 관악구 신림로68길 7				37.486553	126.929716	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	여러시멘야카오리	문정점	서울특별시 송파구 법원로 114				37.486052	127.121017	상가정보					영업									추정									제보검토중		시딩v2(상가)	
	코코로라멘	잠실점	서울특별시 송파구 석촌호수로 140				37.507018	127.092505	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	구름라멘		서울특별시 영등포구 선유서로30길 23				37.524832	126.888728	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	아오리의행방불명광화문	센트럴점	서울특별시 종로구 종로 87-1				37.570438	126.987299	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	코이라멘장충동점		서울특별시 중구 장충단로 168				37.559789	127.005919	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	오로지라멘아티스포럼점		서울특별시 구로구 디지털로31길 62				37.486363	126.892426	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	진심라멘		서울특별시 관악구 관악로14나길 10				37.477664	126.957299	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	멘부리	영등포점	서울특별시 영등포구 가마산로67길 6				37.506360	126.907383	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	시클라멘투자조합		서울특별시 송파구 중대로 197				37.499697	127.125959	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	민부리라멘		서울특별시 송파구 백제고분로19길 32				37.507427	127.087732	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	카츠앤라멘	동대문	서울특별시 중구 장충단로 249-28				37.567339	127.007561	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	라면집		서울특별시 중구 동호로 348-1				37.565448	127.002637	상가정보					영업									추정									제보검토중		시딩v2(상가)	
	라멘이자카야쿠잔		서울특별시 광진구 면목로 22				37.555981	127.075962	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	몬산토에이치피류센소	천호점	서울특별시 강동구 천호대로 1005				37.538974	127.124441	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	이치홍라멘	반포점	서울특별시 서초구 사평대로55길 72				37.507160	127.021568	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	화원라멘		서울특별시 강서구 곰달래로53길 19				37.532775	126.859515	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	멘부리	중랑점	서울특별시 중랑구 용마산로90길 15				37.587725	127.097009	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	마이니치라멘역삼카모점		서울특별시 강남구 언주로85길 13				37.500550	127.042273	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	유라멘삼신논현역CGV점심저녁	강남역	서울특별시 강남구 봉은사로4길 32				37.502762	127.026668	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	초이라멘		서울특별시 종로구 세종대로23길 54				37.571860	126.973308	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	맵달라멘집		서울특별시 양천구 오목로 55				37.522935	126.844545	상가정보					영업									추정									제보검토중		시딩v2(상가)	
	멘부리	응암점	서울특별시 은평구 응암로20길 3				37.592981	126.918361	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
	히요리라멘		서울특별시 용산구 후암로35길 38				37.549768	126.975896	상가정보					영업									추정									제보검토중		시딩v2(상가I20303)	I20303 발굴 — 라멘 여부 확인 필요
